Q04206	Q14145
Q04206	P23396
Q04206	Q96JB5
Q04206	Q09472
Q04206	P25963
Q04206	O14544
Q04206	Q8NE01
Q04206	Q00796
Q04206	Q9NYL4
Q04206	Q9HD26
Q04206	P78545
Q04206	P04150
Q04206	P17676
Q04206	Q99612
O95340	P40337
Q5SQT9	P40337
Q86VX2	Q04206
Q7Z4G1	Q04206
Q92839	P40337
Q9NX08	Q04206
P20340	P40337
Q9GZQ3	Q04206
Q9H0A8	Q04206
Q9Y6G5	Q04206
Q6FGU2	P40337
Q86X83	Q04206
Q9BRT2	P40337
Q8N9B5	P04637
Q05397	P04637
Q05397	O00459
Q05397	P04637
Q05397	P04637
P26640	P40337
O75925	P04637
O75665	P04637
Q9HAV7	P40337
P49773	P40337
P33993	P40337
Q9UHV9	P40337
P19105	P40337
Q86UE4	Q04206
Q969H8	P40337
P20930	P40337
Q8N6T7	Q04206
P41279	Q04206
P16885	P04637
P16885	P04637
Q92830	P40337
Q9P0U4	P04637
Q9P0U4	P04637
Q9Y4L1	P40337
Q99471	P40337
P34931	Q04206
P43487	P40337
P36405	P04637
Q9Y547	P40337
Q8IXJ6	Q04206
Q99750	P40337
Q92922	P40337
P20226	P04637
Q14019	P40337
Q04724	P40337
P61604	P40337
P49755	P40337
Q99700	P40337
Q99700	P11940
Q9BVP2	P04637
Q8N0Z3	P04637
Q15365	P40337
Q8TAF3	P04637
Q9BX70	P04637
Q9Y3D3	P40337
P62877	P40337
P51813	P04637
Q9H773	P40337
Q86Z02	P04637
Q86Z02	P04637
Q8N6L1	P40337
Q8TE49	P40337
Q04864	Q04206
Q9Y5M8	P40337
P23508	P40337
Q14197	P40337
Q15796	Q9H3D4
Q15796	P04637
Q15796	P04637
P29692	Q04206
Q14191	P04637
Q14191	P04637
Q8TBZ2	P40337
P43307	P40337
P48739	P40337
P06748-1	P04637
P35222	Q04206
P35222	P55197
P35222	P19793
P35222	Q92597
O60888	P40337
Q12996	P40337
Q99595	P40337
P20290	P40337
P78396	P40337
P15170	P40337
P61019	P40337
Q14999	P04637
Q14999	P04637
P51148	P40337
Q96ST3	P04637
Q9Y376	P40337
Q6FHT8	P40337
P47985	P40337
P26441	P40337
P49257	P40337
Q13625	P04637
Q3ZAQ7	P40337
P08134	P40337
Q06609	P04637
Q06609	P04637
P61513	P40337
P37802	P40337
P50748	P40337
P35080	P40337
Q9H0U4	P40337
Q96EB6	Q04206
P25208	P04637
P42167	P55197
P23511	P04637
P23511	P04637
Q9UER7	Q04206
Q9UER7	Q00987
Q9UER7	P04637
Q9UER7	P04637
Q9UER7	P04637
P99999	P40337
P63208	P49721
P40337	P62877
P40337	P30086
P40337	Q99814
P40337	Q14669-3
P40337	Q13439-4
P40337	Q99497
P40337	Q16665
P40337	P29692
P40337	P37108
P40337	Q6IE81
P40337	Q15369
P14174	P40337
P18847-3	Q04206
Q8N726	P04637
Q9UBQ5	P40337
Q15759	P04637
O95267	P40337
Q13526	P40337
Q13526	P04637
Q13526	P04637
P46695	Q04206
Q8N163	P40337
Q01469	P40337
O00221	Q04206
P04792	P04637
Q8N2W9	P04637
Q8N2W9	P04637
Q05086	P04637
P13497	P04637
Q9BVS4	Q04206
P42224	P19793
Q8NDX5	P04637
Q8WUF5	P04637
P28482	P04637
Q07812	P04637
O75928	P04637
P07998	Q04206
Q16363	P04637
Q6P1L8	P40337
Q99986	P04637
P61371	Q04206
Q9BZS1	Q04206
Q9BZS1	P01375
O75164	P04637
Q96KB5	P04637
P02746	Q04206
P62826	O15392
P07355	P40337
P38646	P04637
P19793	P27986
P19793	Q2M1K9
P19793	O60869
P19793	Q9NRR5
P19793	P08235
P19793	Q15466
P19793	P42224
P19793	P32189
P19793	Q13501
O15047	P04637
P52564	Q04206
P14618	Q04206
P10599	P40337
Q86SX6	P40337
P26447	P04637
Q9UQN3	P40337
Q9UQN3	O43175
P01106	P04637
P01106	P24394
P01106	P07910
P01106	O43318
Q04941	P40337
Q96GD4	O15392
O15151	P04637
O15151	P04637
P25490	P04637
O75643	P40337
P19838	Q04206
P19838	Q13489
Q07817-1	P04637
Q07817-1	P04637
P36956-1	P04637
P36956-3	P04637
Q14203	P40337
Q92793	P04637
Q9Y266	P40337
Q68CZ1	P04637
Q68CZ1	P04637
P53779	Q04206
P42766	P40337
O60885	Q04206
P33176	P40337
P33176	Q92597
Q01105	P40337
Q9NPI1	P04637
Q9NPI1	P04637
Q8N960	P04637
O43318	Q04206
O43318	P40763
O43318	Q9UBE8
O43318	O14733
O43318	Q8N2H9-1
O43318	Q8N2H9-2
O43318	Q92905
O43318	P34931
O43318	Q86Y07-1
O43318	P45983
P51784	P04637
P04150	P00533
P04150	P07900
P04150	P31749
P04150	P10909
P04150	Q03135
P04150	P08107
P04150	Q9Y2W1
P04150	P41235
P04150	P31948
P04150	Q15185
P04150	P82094
P04150	Q6ZU52
P04150	Q03164
P04150	Q13243
P04150	P39687
P04150	Q9Y2J2
P04150	P24666
P04150	Q08209
P04150	Q13617
P04150	Q92932
P04150	Q9H3H9
P04150	O60841
P04150	O43491
P04150	Q92576
P04150	P53804
P04150	Q9UDY2
P04150	P07199
P04150	P30622
P04150	Q9UKY1
P04150	P62158
P04150	Q9H2G4
P04150	Q86UP2
P04150	Q14240
P04150	P51649
P04150	Q9Y520
P04150	Q9P013
P04150	P05455
P04150	Q8TF39
P04150	P51531
P04150	Q00610
P04150	P05026
P04150	Q9Y2S0
P25787	P40337
P25787	P49721
Q92905	P40337
Q8TAT5	P04637
Q8IXJ9	Q92560
P21673	Q04206
P15884	P04637
Q15286	P40337
Q76L83	Q92560
Q15185	P40337
Q14145	Q9HB75
P40763	Q04206
P40763	O43318
P40763	P04150
P20701	P40337
P13521	P01375
P46108-2	O00459
P19012	O00459
O75410-7	Q92889
P07992	Q92889
Q16531	Q92889
Q8IY92	Q92889
Q5VYV7	Q92889
Q9NZI8	P11940
P25786	P49721
Q99436	P49721
Q9NPI8	O15360
O15287	O15360
P07910	Q9Y4K3
P07910	P20333
P07910	P01106
P07910	Q12929
P07910	P25445
P32121	P07910
P32121	P11940
P32121	Q08499
P32121	O43318
P32121	Q96QK1
P10398	P01116
P04049	P01116
Q92633	P01116
Q96II5	P01116
O15211	P01116
Q12967	P01116
Q9H0S4	P01116
Q9GZT9	P01116
Q9Y2T1	P49721
Q8IUB9	P49721
Q9NYA1-2	P49721
Q9Y468	P49721
Q8IZL9	P49721
Q15051	P49721
Q9Y5K5	P49721
Q9BQ83	Q92889
Q9BQ83	P49721
A1A4E9	P49721
Q7L273	P49721
Q9NY15	O00459
Q9H074	P11940
Q12774	P29353
Q04637	P11940
P41218	P11940
Q16666-2	P11940
Q13490	Q9NR28
Q13490	Q12933
Q9UN81	P11940
P62993	O00459
P62993	P29353
P62993	P11940
P62993	O43175
Q9BPZ3	P11940
Q8IYD1	P11940
P50616	P11940
P15170-2	P11940
Q58A45	P11940
Q14106	P11940
Q9HCJ0	P11940
Q14103-4	P11940
O95793	P11940
P09914	P11940
P09913	P11940
O14879	P11940
Q92900-2	P11940
Q13546	Q14790
Q13546	Q13489
Q13489	Q96PM5
Q13489	Q9UNH6
Q13489	P63165
Q13489	O43464
Q13489	P61088
Q13489	Q9NR28
Q13489	Q13404
Q13489	P22314
Q13489	P51668
Q13489	P57078
Q13489	Q9Y572
Q13489	Q12933
Q13489	O43353
Q13489	Q13546
P49760	P11940
O15360	O15287
O15360	Q9NPI8
O15360	P62993
O15360	P46108
O15360	P27986
P27986	P19793
Q9HCK5	P11940
O15264	P11940
O15264	O43175
Q14240	P11940
P12931	O00459
P12931	O15360
Q12933	Q13489
P05783	P29353
P29353	O00459
P29353	Q93008
P29353	Q05655
P29353	O94832
P29353	A9UF07
P29353	P63010
P29353	P02549
P29353	Q96SB3
P29353	O00159
P29353	P50570
P29353	Q9H939
P29353	O95163
P29353	O00507
P29353	O15027
P29353	O60884
P29353	P08069
P29353	P27708
P29353	P08581
P29353	P10721
P29353	P46108
P29353	P22626
P29353	Q8TF42
P29353	P06702
P29353	Q96CW1
P29353	O95782
P29353	P05109
P29353	Q12774
P29353	O94973
P29353	P35579
P29353	P10275
P29353	P41240
P29353	Q13480
P29353	P05067
P29353	Q05209
P29353	P00533
P29353	Q07889
P29353	P62993
P29353	P22681
P29353	P27986
P29353	Q9UJM3
P29353	P35030
P35030	P07602
P35030	P31944
Q38SD2	P29353
P03372	P11940
P03372	O43175
P49841	P24864
Q9UJM3	P29353
P19320	O00459
P19320	P07910
P19320	P11940
P19320	P49721
P19320	Q96QK1
P19320	O43175
P24864	Q13526
P24864	Q12774
P24864	P46527
P24864	P24941
P24864	P38398
P24864	P38936
A1L162	P01375
Q08629	P01375
Q9H492	P11940
Q9H492	O43175
P60520	P11940
P60520	O43175
Q9H0R8	P11940
Q9H0R8	P49721
Q9H0R8	O43175
O95166	P11940
P05067	P29353
P16333	O15360
P06241	O15360
P02768	P35030
P40763-2	O00459
P49721	Q9Y6V7
P49721	Q7L273
P49721	A1A4E9
P49721	P49720
P49721	Q3LI70
P49721	Q9Y4K3
P49721	P04792
P01375	P49589
P01375	O15027
P01375	P50502
P01375	P16615
P01375	Q14515
P01375	O95391
P01375	Q6MZP7
P01375	Q3KRB4
P01375	Q86UY8
P01375	P07196
P01375	P62269
P01375	P20333
P01375	P19438
P01375	Q15628
P01375	Q12933
P01375	Q13490
P01375	Q16585
P01375	Q16623
P01375	Q9BXK5
P01375	O15393-2
P01375	Q8IUN9
P01375	Q15849
P01375	Q8N6L0
P01375	Q13546
P01375	Q13489
P38398	P24864
P01100	P42224
Q92597	P11940
Q92597	P35222
Q92597	P31943
Q92597	P12830
Q92597	P40692
Q92597	Q00839
Q92597	P17844
Q92597	P19338
Q92597	P27824
Q92597	Q13200
Q92597	Q15436
Q92597	Q00610
Q92597	Q96CW1
Q92597	Q9Y6Q5-1
Q92597	P51659
Q92597	P63261
Q92597	P36957
Q92597	O95573
Q92597	P14618
Q92597	P34897
Q92597	P13639
Q92597	P41091
Q92597	P60228
Q92597	P23396
Q92597	P62753
Q92597	P83731
Q92597	P46781
Q92597	P52597
Q92597	Q92499
Q92597	Q92900
Q92597	P61981
Q92597	Q92561
Q92597	P49703
P42229	P29353
P02751	P49721
P02751	Q96QK1
P02751	O43175
O76015	O00459
Q6NUQ1	O00459
P11940	O00141
P11940	Q9Y478
P11940	O75815
P11940	P61981
P11940	Q96BK5
P11940	P63167
P11940	P30480
P11940	Q14164
P11940	Q00653
P11940	Q9UHX1
P11940	Q14103-4
P11940	Q9HCJ0
P11940	Q14106
P11940	Q58A45
P11940	O95453
P11940	P15170-2
P11940	P50616
P11940	Q9BPZ3
P11940	Q9H074
P11940	Q99700
P11940	Q99558
P11940	P24941
P11940	Q9Y4K3
Q12929	P07910
P35900	O00459
P19174	O15360
O43353	Q13489
Q8TF42	P29353
Q9Y4K3	O43318
P23471	P01375
P19438	P01375
Q13077	Q13489
Q13077	Q08499
P01116	Q9BQ39
P01116	Q96II5
P01116	P07910
P01116	P28332
P01116	Q69YL0
P01116	Q9H9Q2
P01116	O60504-2
P01116	P83369
P01116	Q86YP4
P01116	P57740
P01116	P83876
P01116	Q9NPJ6
P01116	P29590-4
P01116	Q9H4H8-2
P01116	P28288
P01116	Q86SX3-2
P01116	Q8NDD1-3
P01116	O00461
P01116	P62273
P01116	G3V3Y1
P01116	G5E9H3
P01116	O00459
O00459	Q9NS15
O00459	P55268
O00459	Q9UKT9
O00459	P35900
O00459	Q96HT8
O00459	Q6NUQ1
O00459	Q8WWB3
O00459	Q08379
O00459	P19012
O00459	O76015
O00459	P28799
O00459	P49407
O00459	P40763-2
O00459	Q9UKG1
O00459	P46108-2
O00459	P08581
O00459	P10721
O00459	P42858
O00459	P10275
O00459	P04279
O00459	P42338
O00459	Q02383
O00459	O15357
O00459	Q9UQC2
O00459	A9UF07
O00459	P46108
O00459	Q13480
O00459	P42336
O00459	Q06124
O00459	P00533
O00459	P62993
O00459	P29353
O00459	P22681
P00533	P29353
P00533	Q92889
Q9H0F6	Q13489
P53350	Q92889
Q8TE30	P11940
Q00526	P24864
Q13137	P29353
P57078	P49721
P57078	Q13489
Q9Y572	Q13489
Q8WWB3	O00459
Q86Y13	Q13489
Q9UNH6	Q13489
Q96F07	Q13489
Q9UKT9	O00459
P78362	P11940
Q5SW79	P29353
Q96NL6	P29353
Q14CZ7	P29353
Q96CW1	P29353
P06213	P29353
P21860	O00459
P21860	P29353
P01876	P35030
Q92889	P53350
Q92889	P07992
P36406	O00459
P27635	P11940
P22681	O00459
Q13480	O00459
Q13480	P29353
P42336	O00459
P49407	O00459
P16104	P11940
Q96BA8	P01375
A9UF07	O00459
A9UF07	P29353
Q96SB4	P11940
Q9Y6E7	P29353
Q9UBX2	P11940
P04626	P29353
P46527	P24864
P38919	P11940
O15357	O00459
O15357	P29353
P10275	O00459
P10275	P29353
O14654	O00459
P08069	O00459
P42858	O00459
P10721	O00459
P10721	P29353
P42338	O00459
P08581	O00459
P08581	P29353
P60866	Q92597
P17980	Q92597
P07900	Q92597
Q9H6T3	O43175
O43175	Q9Y6I3
O43175	Q03395
O43175	Q15811
O43175	Q99759
O43175	P20333
O43175	Q8WZ42
O43175	Q8N2W9
Q01844	Q92597
Q05516	P19793
P40692	Q92597
Q86Y07-2	O43318
Q9UQF2	O43318
Q9H8T0	O43318
P19634	O43318
Q8N5C8	O43318
P12830	Q92597
P08473	Q92597
Q00610	O43318
O14976	O43175
Q9UBE8	O43318
P15692	O14786
P15692	P49765
P15692	P35968
P15692	P17948
P15692	Q01081
P00338-1	Q92597
P21397	Q92597
P49327	Q92597
Q96KP4	Q92597
Q04726-1	Q92597
P63151	Q92597
Q12906-5	Q92597
P55345	P19793
Q15788	P19793
Q9BZD6	P15692
P49763	P15692
P36896	P19793
P57727	P19793
P10276	P19793
O95235	O43175
O00400	O43175
P62745	O43175
Q9GZQ8	O43175
Q9NYJ8	O43318
P35222-1	Q92597
P17948	P15692
Q15750	O43318
Q5JU00	P04150
Q08AF8	Q08499
Q0D2H9	Q08499
Q08499	Q13077
Q08499	Q9UPX8
Q08499	P38432
Q08499	P43360
Q08499	Q08AF8
Q8TDR0	O43175
P38432	Q08499
P05023	Q92597
P14868	Q92597
Q13451	P04150
P14618-1	P19793
P12236	Q92597
Q86Y07	O43318
P35606	Q92597
P62241	Q92597
P04844	Q92597
P62854	Q92597
P43360	Q08499
P12956	Q92597
P26641	Q92597
P36578	Q92597
Q9Y265	O43318
O95684	P04150
P39023	Q92597
P11021	Q92597
Q9Y230	Q92597
P27824	Q92597
P55072	Q92597
Q86Y07-1	O43318
Q86X19	Q92597
Q14686	P19793
Q9NYZ3	O43175
P17844	P40337
P19838-PRO_0000030311	Q04206
P08107	P04637
Q92560	P62333
Q92560	O00231
Q92560	Q96DN6
Q92560	P35998
Q92560	P43686
Q92560	Q9BQE3
Q92560	Q96HS1
Q92560	P55036
Q92560	Q13200
Q92560	P51665
Q92560	Q9P035
Q92560	P62195
Q92560	O43242
Q92560	P48556
Q92560	P51571
Q92560	Q9Y5Z7
Q92560	Q13404
Q92560	P22314
Q92560	P61088
Q92560	Q16576
Q92560	Q8IWZ3
Q92560	Q8NB78
Q92560	O14929
Q92560	P85037
Q92560	Q13185
Q92560	P61289
Q92560	O00410
Q92560	P51610
Q92560	Q9C0C9
Q92560	Q8TEX9
Q92560	O75179
Q92560	Q9UJX3
Q92560	P83916
Q92560	O15355
Q92560	Q96HN2
Q92560	P45973
Q92560	Q9ULV8
P22061	P40337
P60660	P40337
Q9UNM6	P40337
P08238	P04637
P61081	P40337
Q9NXB0	Q04206
P27694	P04637
Q13315	P40337
P30084	P40337
Q9P258	P40337
P28074	P40337
P28074	P49721
Q9NQS7	O15392
P57073	Q9HB75
Q53GS9	P04637
Q53HL2	O15392
Q99594	Q9HB75
Q93009	P04637
Q93009	P04637
Q93009	P04637
Q13547	P04637
O15525	Q9HB75
O60493	P40337
P07741	P40337
A0N4V7	P40337
P15311	P40337
Q13485	Q04206
Q13043	P04637
Q13043	P11940
Q13043	O43175
Q15834	O15392
Q9Y3A3	P40337
P02771	Q9HB75
P61088	P40337
Q8IWT3	P04637
Q8IWT3	P04637
P09936	P40337
Q00005	P40337
P46108	P04637
P46108	O00459
P46108	P29353
Q13330	Q92560
P62330	P40337
O75694	P40337
P29401	P40337
P21980	Q04206
O94888	P40337
P05455	P40337
Q9UDY8	P40337
Q9UDY8	Q13489
P62081	Q00987
P62081	P04637
P16949	P40337
Q13404	P40337
P39019	P40337
Q8IUC4	P40337
Q92769	Q04206
P31939	P40337
P41182	P04637
O43809	P40337
P09661	P40337
Q6FGD7	P40337
P20674	P40337
Q9Y3D9	P40337
Q9BQE3	O43175
Q9NZN9	P04637
Q9NZN9	P04637
P18283	P04637
P18283	P49721
P63279	P04637
P23396	P04637
P23396	P04637
Q96PM5	P04637
Q9NWT6	Q04206
Q9NWT6	O43318
Q9GZM8	P55197
O60481	P04637
O15391	P04637
Q969P6	P04637
P48047	P40337
Q96FW1	P40337
Q96FW1	O43175
Q9ULC6	P04637
Q96AH0	P04637
Q96M61	P04637
Q15019	P40337
P55197	Q8TEK3
P55197	P55198
P55197	P63208
Q8WTS6	P04637
Q8WTS6	P04637
P05112	P24394
Q12888	P04637
O75396	P40337
P47914	P40337
P42568	P55197
Q03111	P55197
P68036	P40337
Q13617	P40337
Q15370	P40337
Q15369	P40337
P68400	P04637
P68400	P04637
P35268	P40337
P09874	P04637
P09874	P04637
O14737	P40337
Q6ZU80	P04637
Q8TF50	P55197
P55060	P04637
Q96QK1	P40337
Q96QK1	P15692
P04179	P40337
O15294	Q92560
P07237	P40337
Q96AG4	P40337
P78552	P24394
P35232	P04637
P35232	P04637
P31949	P40337
P18887	P04637
P18887	P04637
P50395	P40337
Q7Z2E3	P04637
Q7Z2E3	P04637
P78560	Q9HB75
P47813	P40337
Q96G74	P04637
P49720	P40337
P49720	P49721
Q96PM9	P04637
P46783	P40337
Q86XK2	P04637
Q9HB75	P42575
Q9HB75	Q15834
Q9HB75	O95967
Q9HB75	Q99750
Q01484	P04637
P62807	P40337
O15067	P40337
Q99966	P04637
Q16658	P40337
P24394	P31785
P24394	O95376
Q3MHD2	P40337
P38936	P24864
Q00987	Q04206
Q00987	P04637
O15392	O15392-1
O15392	P06493
O15392	P55211
O15392	P36873-1
O15392	Q15853
P11473	P04637
P11473	P19793
Q09472	P04637
Q09472	P15336
Q09472	P01100
Q09472	P05412
Q9Y5B9	P40337
Q9HC77	Q04206
Q9HC77	P55197
P24941	P04637
P24941	P40337
P24941	P06400
P24941	P24864
Q7Z443	P40337
Q6FGG2	P40337
P24666	P40337
P62750	P40337
O43189	P04637
P62834	P40337
P12268	P40337
Q9UI30	P40337
Q9ULC4	P40337
P23284	P40337
P61626	P40337
Q12772	P04637
Q12772	P04637
Q9Y3B4	P40337
Q15459	P40337
P13693	P40337
Q9H3D4	P04637
Q9H3D4	P04637
O95260	P40337
Q02543	P40337
Q9NR28	O15392
Q5XKP0	P40337
O14920	Q04206
O14920	Q13489
P51149	P40337
P61077	P40337
O15111	O43318
P20618	P40337
P53396	P40337
P24539	P40337
P62491	P40337
Q9UL18	Q04206
P06748	Q04206
P61086	P40337
Q8N1L9	Q04206
Q99417	P40337
P60900	P40337
O75608	P40337
Q5S007	P04637
Q9H6Z9	Q04206
Q9H6Z9	P04637
Q9H6Z9	Q92889
Q9H6Z9	O43318
P13797	P40337
P30046	P40337
